Name,Location,Distance,Rate,Grade,Price,Review,TypeRoom,TypeBed,CancellationPolicy,DateOfVacation,SnapShotDate,numOfNights,TimeToTravel
Nolitan Hotel SoHo - New York,"SoHo, New York",5.4 km from center,7.9,Very Good,"₪ 1,017","4,132 reviews",Premium Queen View,1 queen bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
Hilton New York Times Square,"Manhattan, New York",1.4 km from center,7.9,Good,₪ 972,"1,109 reviews",Interior Queen,1 queen bed,Free cancellation,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
"InterContinental New York Barclay Hotel, an IHG Hotel","Midtown East, New York",1.5 km from center,8.0,Very Good,₪ 683,"1,272 reviews","Guest room, 1 King, City view",1 king bed,Prepayment,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
DoubleTree by Hilton New York Times Square South,"Hell's Kitchen, New York",1.8 km from center,7.9,Excellent,"₪ 1,023",83 reviews,King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
Residence Inn New York Downtown Manhattan/Financial District,"Wall Street - Financial District, New York",7.1 km from center,7.5,Very Good,"₪ 1,733","5,198 reviews",Queen Room,1 queen bed,Prepayment,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
Motto by Hilton New York City Chelsea,"Chelsea, New York",2.8 km from center,8.8,Good,₪ 965,"2,611 reviews",King Room,1 king bed,Prepayment,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station,"Hell's Kitchen, New York",2.1 km from center,8.2,Good,"₪ 1,023","3,023 reviews",King Room - Non-Smoking,1 king bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
Warwick New York,"Manhattan, New York",0.7 km from center,7.8,Excellent,"₪ 1,039",533 reviews,King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
"Club Quarters Hotel Grand Central, New York","Midtown East, New York",1.8 km from center,8.0,Very Good,₪ 766,676 reviews,Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
Hilton Garden Inn New York Central Park South-Midtown West,"Manhattan, New York",450 m from center,7.1,Excellent,"₪ 1,170","2,751 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
SpringHill Suites by Marriott New York Manhattan/Times Square South,"Hell's Kitchen, New York",1.9 km from center,8.0,Very Good,₪ 932,821 reviews,Executive Queen Suite,"Private suite
1 queen bed",FREE cancellation • No prepayment needed,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
Aloft Manhattan Downtown - Financial District,"Wall Street - Financial District, New York",6.8 km from center,7.5,Excellent,₪ 840,"2,183 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
Walker Hotel Tribeca,"Chinatown, New York",5.8 km from center,8.1,Very Good,₪ 699,543 reviews,Queen Studio,"Entire studio • 1 bathroom • 29m²
1 queen bed",FREE cancellation • No prepayment needed,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
"Hotel Indigo NYC Financial District, an IHG Hotel","Wall Street - Financial District, New York",7.2 km from center,8.8,Excellent,₪ 699,280 reviews,Queen Studio,"Entire studio • 1 bathroom • 29m²
1 queen bed",FREE cancellation • No prepayment needed,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South,"Hell's Kitchen, New York",1.9 km from center,8.0,Very Good,"₪ 1,280",997 reviews,King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
The Evelyn NoMad,"NoMad, New York",2.7 km from center,7.6,Good,"₪ 1,136",432 reviews,Queen Room with City View,1 queen bed,Prepayment,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
"Holiday Inn Express New York City Chelsea, an IHG Hotel","Chelsea, New York",2.4 km from center,7.9,Good,₪ 975,662 reviews,King Room,1 king bed,Prepayment,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
Omni Berkshire Place,"Midtown East, New York",1.1 km from center,8.7,Good,"₪ 1,024","5,481 reviews",Deluxe Queen Room,1 queen bed,Prepayment,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
Times Square EDITION New York,"Manhattan, New York",1 km from center,8.5,Very Good,"₪ 1,169",417 reviews,1 King Bed Studio with Sofa,"Private suite
2 beds (1 king, 1 sofa bed)",FREE cancellation • No prepayment needed,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
citizenM New York Times Square,"Manhattan, New York",0.8 km from center,8.7,Very Good,₪ 886,"5,995 reviews",Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
Pestana Park Avenue,"Murray Hill, New York",1.9 km from center,8.5,Very Good,₪ 978,733 reviews,Urban 1 Queen Bed,1 queen bed,Prepayment,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
citizenM New York Bowery,"Lower East Side, New York",5.4 km from center,8.8,Very Good,"₪ 1,573",742 reviews,Standard King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
Hyatt House New York/Chelsea,"Chelsea, New York",2.5 km from center,8.1,Very Good,₪ 957,"2,934 reviews","Guest room, 2 Queen, City view",2 queen beds,Prepayment,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
33 Seaport Hotel New York,"Wall Street - Financial District, New York",6.9 km from center,8.6,Excellent,₪ 996,"3,036 reviews",King Room with City View,1 king bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
Hotel Lucerne,"Upper West Side, New York",1.7 km from center,8.5,Excellent,₪ 901,711 reviews,King Studio,"Entire studio • 1 bathroom • 18m²
1 king bed",Prepayment,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
"Le Meridien New York, Central Park by Marriott","Manhattan, New York",500 m from center,7.1,Good,₪ 899,"3,603 reviews",One King Bed Hearing Accessible,1 king bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
Dream Downtown,"Chelsea, New York",3.4 km from center,7.2,Review score,₪ 987,"4,086 reviews",Standard Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
Element Times Square West,"Hell's Kitchen, New York",1.6 km from center,7.5,Good,"₪ 1,170",972 reviews,King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
Moxy NYC Downtown,"Wall Street - Financial District, New York",6.7 km from center,8.1,Good,"₪ 1,086","1,050 reviews",King Room,1 king bed,Prepayment,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
Pod 39,"Murray Hill, New York",2.1 km from center,8.1,Very Good,₪ 932,"1,276 reviews",Traditional Queen Room with Adapted Tub - Mobility and Hearing Accessible,1 queen bed,Prepayment,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
SIXTY SoHo,"SoHo, New York",5.2 km from center,8.2,Good,"₪ 1,097","2,380 reviews",Standard King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
The Fifty Sonesta Select New York,"Midtown East, New York",1.6 km from center,8.0,Very Good,₪ 963,"1,324 reviews","Guest Room, 1 King",1 king bed,Prepayment,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,"Wall Street - Financial District, New York",7.7 km from center,8.5,Very Good,₪ 807,"1,356 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
Arlo Midtown,"Hell's Kitchen, New York",1.7 km from center,8.7,Good,"₪ 1,020","4,124 reviews",Room Selected at Check-In,1 full bed,Prepayment,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
Archer Hotel New York,"Manhattan, New York",1.8 km from center,8.7,Very Good,₪ 819,54 reviews,Standard Queen Room,1 queen bed,Free cancellation,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
Aliz Hotel Times Square,"Hell's Kitchen, New York",1.6 km from center,7.8,Very Good,"₪ 1,023","2,137 reviews",King Room,1 king bed,Free cancellation,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
The Manhattan at Times Square,"Manhattan, New York",0.7 km from center,5.6,Good,"₪ 1,023","7,063 reviews",King Room - Hearing Accessible,1 king bed,Free cancellation,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
Sheraton New York Times Square Hotel,"Manhattan, New York",0.6 km from center,7.4,Good,"₪ 1,023","1,201 reviews","Guest room, 1 Queen",1 queen bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
Sixty LES,"Lower East Side, New York",5.2 km from center,7.2,Very Good,₪ 977,621 reviews,King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
Residence Inn by Marriott New York Manhattan/Central Park,"Manhattan, New York",450 m from center,8.4,Very Good,₪ 876,867 reviews,Standard Queen Room - Hearing Accessible,1 queen bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
Square Hotel at Times Square,"Manhattan, New York",0.8 km from center,7.0,Good,₪ 789,"2,435 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
Renaissance New York Times Square Hotel,"Manhattan, New York",1 km from center,8.5,Good,₪ 865,"1,394 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
"InterContinental New York Times Square, an IHG Hotel","Hell's Kitchen, New York",1.2 km from center,8.1,Good,"₪ 1,559",167 reviews,King Room - Disability Access,1 king bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
Embassy Suites By Hilton New York Manhattan Times Square,"Manhattan, New York",1.9 km from center,7.9,Very Good,"₪ 1,581",623 reviews,"Renovated Deluxe, Guest room, 1 King, Sofa bed","2 beds (1 king, 1 sofa bed)",Prepayment,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
SpringHill Suites by Marriott New York Midtown Manhattan/Park Ave,"Flatiron District, New York",3.1 km from center,8.1,Very Good,"₪ 1,463",305 reviews,Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
Graduate New York,New York,2.6 km from center,8.5,Good,₪ 766,"1,370 reviews",Standard Bunk Bed Room with Shared Bathroom,1 bunk bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-25,2023-03-19,1 night,5.0
Pod 51,"Midtown East, New York",1.7 km from center,7.8,Good,"₪ 1,756","14,189 reviews",Superior Room,1 queen bed,Prepayment,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
Hyatt Grand Central New York,"Midtown East, New York",1.9 km from center,7.3,Good,"₪ 1,533","1,875 reviews",Bunk Pod,2 twin beds,FREE cancellation • No prepayment needed,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
Hyatt Centric Times Square New York,"Manhattan, New York",1.2 km from center,8.3,Very Good,"₪ 2,087","1,443 reviews",King Studio with Kitchenette,"Entire studio • 1 bathroom • 19m²
1 king bed",Prepayment,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
Hilton Garden Inn New York/Midtown Park Avenue,"Manhattan, New York",2.4 km from center,8.0,Good,"₪ 2,165","1,326 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
Sheraton Tribeca New York Hotel,"Tribeca, New York",5.6 km from center,7.6,Very Good,"₪ 1,753","2,492 reviews",King Room with City View,1 king bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
Royalton New York,"Manhattan, New York",1.4 km from center,7.6,Good,"₪ 2,259","1,551 reviews",King or Queen Room with City View,1 queen bed,Prepayment,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
W New York - Union Square,"Union Square, New York",3.5 km from center,7.6,Review score,"₪ 2,494","1,553 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
"Crowne Plaza HY36 Midtown Manhattan, an IHG Hotel","Hell's Kitchen, New York",1.9 km from center,8.5,Very Good,"₪ 2,013",821 reviews,King Room,"Private suite
1 king bed",Prepayment,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
SpringHill Suites by Marriott New York Midtown Manhattan/Fifth Avenue,"Manhattan, New York",1.9 km from center,8.3,Excellent,"₪ 1,863","1,444 reviews",Classic Double Room,,FREE cancellation • No prepayment needed,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
"Candlewood Suites NYC -Times Square, an IHG Hotel","Hell's Kitchen, New York",1.6 km from center,7.5,Very Good,"₪ 2,118","12,866 reviews",Double Room,1 queen bed,Free cancellation,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
Doubletree By Hilton New York Times Square West,"Hell's Kitchen, New York",1.6 km from center,7.0,Good,"₪ 1,908","2,309 reviews",Superior Queen Room,1 queen bed,Prepayment,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
Four Points by Sheraton Midtown - Times Square,"Hell's Kitchen, New York",1.6 km from center,7.7,Good,"₪ 1,936",107 reviews,Double Room,1 full bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
Courtyard New York Manhattan/Times Square,"Manhattan, New York",1.6 km from center,8.2,Review score,"₪ 1,602","7,538 reviews",King Room,1 king bed,Prepayment,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
Ink 48 Hotel,"Hell's Kitchen, New York",1.2 km from center,7.9,Very Good,"₪ 2,266","3,331 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
Executive Hotel Le Soleil New York,"Manhattan, New York",2 km from center,8.2,Very Good,"₪ 2,149","2,415 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
Hilton Garden Inn New York - Times Square Central,"Manhattan, New York",1.5 km from center,7.6,Excellent,"₪ 3,109","6,645 reviews",Queen Room,1 queen bed,Prepayment,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
SoHo 54,"SoHo, New York",5.3 km from center,6.8,Very Good,"₪ 2,897",580 reviews,King Room with City View,1 king bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
Pestana Park Avenue,"Murray Hill, New York",1.9 km from center,8.5,Good,"₪ 2,105","2,184 reviews",Classic Room,1 queen bed,Prepayment,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
Margaritaville Resort Times Square,"Manhattan, New York",1.5 km from center,8.8,Very Good,"₪ 1,907","8,724 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
Pod Times Square,"Hell's Kitchen, New York",1.4 km from center,8.1,Very Good,"₪ 1,895",489 reviews,King Room - Hearing Access/Non-Smoking,1 king bed,Prepayment,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
The Herald 8 by LuxUrban,"Manhattan, New York",2 km from center,7.7,Excellent,"₪ 1,926",72 reviews,Deluxe King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
The Tuscany Powered by LuxUrban,"Murray Hill, New York",2.1 km from center,7.9,Good,"₪ 2,083","5,537 reviews",Signature 1 Queen Bed,1 queen bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
West Side YMCA,"Upper West Side, New York",350 m from center,6.6,Very Good,"₪ 2,653","5,630 reviews",Social City View King,1 king bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
Courtyard by Marriott New York Manhattan/Central Park,"Manhattan, New York",450 m from center,8.2,Very Good,"₪ 1,908","1,233 reviews",Deluxe King Room,1 king bed,Prepayment,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
TownePlace Suites by Marriott New York Manhattan/Chelsea,"Chelsea, New York",2.5 km from center,8.1,Good,"₪ 1,742",523 reviews,Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
Riu Plaza Manhattan Times Square,"Manhattan, New York",1 km from center,8.6,Good,"₪ 1,465","1,438 reviews",One King Bed,1 king bed,Prepayment,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
The Cloud One New York-Downtown,"Wall Street - Financial District, New York",7 km from center,8.2,Very Good,"₪ 1,934",898 reviews,King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
Hilton Garden Inn Times Square,"Manhattan, New York",0.9 km from center,7.5,Very Good,"₪ 1,796",52 reviews,Double Room,1 full bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
MOXY NYC Times Square,"Manhattan, New York",1.9 km from center,8.0,Very Good,"₪ 3,759","1,029 reviews",Superior Room with King Bed,1 king bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
1 Hotel Central Park,"Manhattan, New York",0.6 km from center,8.4,Good,"₪ 1,739","5,914 reviews","Studio, 1 King",1 king bed,Prepayment,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
Hilton Club West 57th Street New York,"Manhattan, New York",0.5 km from center,8.6,Very Good,"₪ 1,837","3,927 reviews",Standard Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
Hilton Garden Inn New York Central Park South-Midtown West,"Manhattan, New York",450 m from center,7.1,Good,"₪ 2,193","11,099 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
M Social Hotel Times Square New York,"Manhattan, New York",0.6 km from center,8.4,Excellent,"₪ 2,244","1,659 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
CIVILIAN Hotel,"Hell's Kitchen, New York",0.9 km from center,8.5,Very Good,"₪ 2,244","3,969 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
Sofitel New York,"Manhattan, New York",1.4 km from center,7.5,Excellent,"₪ 2,996","2,397 reviews",King Studio,"Entire studio • 1 bathroom • 1 kitchen • 20m²
1 king bed",Prepayment,2023-03-24-2023-03-26,2023-03-19,2 nights,5.0
